Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62
Probe 14	-0.485002	0.043185	0.265754	-0.481679	-0.318905	-1.049730	0.039863	-0.544796	1.249042	1.192575	-0.475036	0.249145	0.886955	-0.541474	0.501611	0.009966	0.302295	1.049730	-0.026575	1.039764	-0.514898	-0.793941	0.355446	-0.514898	-0.063117	1.514803	1.086270	-0.551440	0.960038	-0.435172	-0.644454	-0.873667	-0.737468	0.531509	-0.056473	-0.943427	-0.694283	0.641132	-0.322227	-0.335514	-0.252467	0.518221	-0.485002	2.348601	-0.222569	-0.764043	0.009966	-0.199316	-0.534830	0.976647	0.494968	0.880310	0.933461	-0.099658	-0.069760	-0.342159	-0.215925	1.302198	-0.431851	0.099658	0.355446	-0.411919
Probe 15	-0.142843	-0.847091	0.265754	-0.558083	-0.375378	-0.664386	-0.275720	0.255788	1.634391	0.797263	-0.225891	0.029897	0.511577	0.006644	1.072983	0.584660	-0.222569	0.182705	-0.667707	0.405276	-0.657741	0.308939	0.740790	-0.388665	0.272399	-0.232535	0.411919	-0.382022	0.239179	0.671030	-1.408501	-1.136097	-0.800584	0.471714	0.192671	-0.760722	-0.823838	-0.043185	0.501611	1.189253	-0.455104	-0.528187	-0.896921	1.102881	-0.694283	-0.102980	-0.345480	0.289008	0.418563	0.594625	1.089592	0.624522	0.581338	0.458426	0.119590	0.654420	-0.916852	0.142843	-1.006544	0.219247	0.524864	-0.029897
Probe 16	-0.764043	-0.342159	0.112945	-0.455104	1.102881	-1.690858	-1.229112	0.159452	-0.637811	-0.617879	0.089692	-0.597947	1.514803	-1.099558	-0.970003	1.378595	-1.401857	1.122810	-0.611235	0.684317	-0.631166	-0.528187	0.654420	0.591303	-0.411919	2.295455	-0.029897	-0.737468	1.534732	0.431851	-0.544796	0.136199	-0.950072	1.116167	-0.561406	-0.245822	-0.587981	0.614556	-0.521543	-0.455104	-0.587981	-0.398631	-0.518221	0.860380	-0.983291	0.239179	-1.302198	-1.979870	-0.049829	-0.398631	-0.850414	0.445138	1.345379	-0.259110	1.013189	-0.504934	-1.099558	-1.966584	0.166096	0.019932	1.159348	-0.475036
Probe 17	-0.601269	-0.455104	0.083048	-0.900242	-0.179384	-2.062921	-0.876989	-0.418563	0.737468	0.451782	-0.202637	0.574694	-0.036541	0.166096	0.252467	-0.607913	0.780653	0.554762	0.514898	0.425206	-0.926818	0.129556	0.079726	0.019932	0.069760	-0.870346	0.418563	0.013288	0.239179	-0.451782	0.142843	-1.205861	-0.438495	0.498289	-0.827160	-0.385344	-0.501611	0.488323	-0.026575	-0.179384	0.661064	-0.328871	-1.255685	1.019832	1.501516	0.388665	-0.720858	-0.102980	-0.375378	0.584660	0.591303	0.554762	0.345480	-0.485002	-0.129556	0.657741	-0.179384	-0.149487	-0.521543	0.508255	-0.528187	0.568049
Probe 18	-1.146061	-0.458426	-0.504934	0.485002	0.056473	-0.003322	-0.621200	0.086370	-0.694283	0.119590	-0.395310	0.182705	-0.156131	0.617879	-0.192671	-0.601269	1.474933	-0.352125	-0.548119	0.046507	0.920174	0.774009	0.059795	-0.807229	1.096236	-0.956715	0.016610	-0.033219	-0.298974	0.019932	0.415240	-0.438495	-1.043085	0.923496	-0.298974	-0.073082	-0.524864	0.312261	-0.591303	0.063117	0.627845	-0.096336	-0.591303	0.026575	-0.378700	-0.355446	-0.584660	0.651098	-1.039764	1.112845	0.033219	-0.212603	0.564728	-0.767365	-0.006644	0.913530	0.325549	-0.382022	-0.651098	0.979968	-0.073082	-0.312261
Probe 19	0.126233	-0.252467	0.448461	-0.774009	-0.043185	0.152809	-0.059795	-0.169418	0.408597	0.893599	-0.295652	0.312261	0.521543	0.182705	-0.023253	0.823838	1.591199	0.465070	-0.109624	0.717537	-0.338837	-0.162775	0.498289	0.209282	0.255788	-0.289008	1.162680	0.139521	0.142843	-0.023253	0.940106	-0.146165	-0.514898	0.222569	-0.587981	0.750756	-0.186028	0.597947	-0.102980	0.019932	0.720858	0.192671	-0.408597	0.587981	0.235857	0.102980	-0.149487	1.202540	-0.059795	1.162680	0.461748	1.152705	0.096336	-0.285686	1.624427	0.514898	0.245822	-0.195994	0.119590	0.388665	0.488323	1.455003
Probe 20	0.172741	-0.335514	0.199316	-0.581338	-0.255788	-0.192671	-0.664386	-0.112945	-0.209282	0.860380	-0.023253	0.578015	0.202637	0.415240	0.511577	0.069760	-0.395310	0.152809	0.043185	0.242501	-0.202637	0.146165	0.069760	-0.455104	-0.069760	0.621200	0.435172	1.082949	0.305618	-0.285686	-0.245822	-0.770688	-0.461748	0.249145	-0.342159	0.398631	-0.195994	0.475036	-0.368734	0.136199	0.093014	-0.388665	-0.215925	1.352022	1.082949	0.431851	-0.126233	0.528187	0.305618	-0.325549	-0.259110	1.069661	-0.348802	-0.222569	0.229213	0.551440	0.295652	0.199316	-0.209282	0.641132	0.657741	0.435172
Probe 21	-1.853639	-0.179384	-0.910208	-0.597947	0.129556	-1.036442	-0.906886	-0.621200	-0.372056	0.867023	-0.239179	0.661064	0.940106	-1.395214	0.750756	-0.511577	0.714215	0.485002	-1.983192	0.578015	-1.478254	0.946749	-0.023253	-0.617879	-0.508255	1.209183	-0.867023	-0.863701	-0.093014	0.219247	-1.139418	-1.418465	-2.341958	0.853735	-0.401953	-1.594521	-1.298877	-0.627845	-0.906886	0.544796	-0.451782	-0.810550	-0.973325	-0.023253	-0.840448	0.358768	-1.352022	-1.053051	-0.571372	0.073082	1.946655	0.132877	0.372056	0.049829	-0.205960	-0.621200	-0.029897	0.189350	-0.514898	2.152605	0.524864	1.202540
Probe 22	0.322227	-0.475036	0.461748	-0.126233	-0.239179	-0.431851	-0.112945	0.229213	0.923496	0.747433	-0.431851	0.249145	0.435172	-0.501611	0.355446	1.063017	1.205861	-0.132877	0.604591	0.647775	0.109624	0.269076	0.282363	-0.149487	0.378700	-0.312261	0.308939	0.395310	-0.478357	0.754078	0.511577	-0.275720	-0.578015	0.591303	-0.039863	0.136199	0.086370	0.093014	-0.066439	0.259110	0.690961	0.146165	-0.003322	0.202637	0.122911	0.461748	-0.122911	0.631166	0.056473	0.508255	0.983291	1.063017	0.587981	0.587981	0.574694	0.259110	0.451782	0.425206	-0.425206	0.591303	0.956715	1.142740
Probe 23	-0.465070	-1.076304	0.501611	-0.073082	-0.322227	-0.192671	0.348802	-0.714215	-0.312261	0.578015	-0.029897	0.455104	-0.053151	-0.169418	0.531509	0.265754	0.511577	-0.083048	-0.215925	0.541474	-0.262433	-0.298974	0.627845	-0.551440	0.714215	0.162775	0.491645	-0.166096	0.255788	0.647775	-0.023253	-0.903565	-0.375378	0.029897	-0.883633	0.146165	-0.242501	0.448461	-0.149487	-0.279042	1.272293	0.279042	0.013288	1.342058	0.295652	0.265754	0.132877	0.740790	0.332193	0.780653	-0.239179	0.979968	-0.209282	0.531509	0.262433	0.926818	-0.076404	0.265754	0.106302	0.548119	0.880310	0.441817
Probe 24	-0.551440	0.023253	0.740790	-0.435172	-0.023253	-0.398631	0.202637	-0.285686	0.661064	0.979968	0.252467	-0.328871	-0.006644	0.182705	1.534732	0.049829	0.225891	-0.159452	-0.441817	0.754078	-0.790618	0.332193	0.468392	-0.225891	-0.587981	0.289008	1.312163	-0.372056	0.621200	-0.813873	-0.398631	-0.069760	-0.176062	0.003322	-1.003223	0.338837	0.006644	0.338837	-0.395310	0.013288	-0.229213	-0.654420	-0.900242	2.029694	-1.611140	-0.391987	-0.318905	0.026575	-0.362090	-0.166096	0.318905	1.594521	0.627845	-0.657741	0.006644	0.451782	-0.528187	0.534830	-1.132775	0.205960	0.717537	-0.554762
Probe 25	-0.986613	-0.315584	-0.289008	-0.873667	-0.089692	-1.166002	-0.142843	0.358768	-0.056473	0.986613	-0.362090	0.269076	0.036541	-0.242501	0.664386	0.063117	-0.597947	0.488323	-1.474933	0.451782	-0.923496	-0.352125	0.524864	0.066439	-0.156131	0.494968	0.342159	-0.408597	0.335514	0.843770	-1.348701	-1.328771	0.438495	0.049829	0.883633	-0.465070	-0.312261	0.700927	-0.428529	0.033219	-0.494968	0.617879	-0.667707	1.122810	0.033219	-0.235857	-1.033119	-0.810550	0.481679	-0.279042	-0.245822	0.428529	0.255788	1.053051	0.491645	0.568049	-0.989934	0.328871	-1.142740	0.255788	0.063117	1.401857
Probe 26	-0.587981	-0.365412	0.219247	-0.757399	-0.003322	-0.063117	-0.242501	-0.654420	-0.212603	1.036442	-1.202540	0.764043	0.391987	-0.342159	0.930140	-0.116268	0.873667	0.475036	-0.395310	0.607913	-0.063117	-0.521543	0.475036	-0.388665	0.551440	1.013189	0.182705	-0.684317	0.488323	0.199316	-0.976647	-0.853735	-0.016610	0.837126	-0.451782	0.199316	-0.694283	-0.063117	-0.687639	0.179384	-0.820516	-0.624522	0.385344	1.504838	-0.611235	1.282269	-0.631166	0.023253	0.607913	-0.129556	0.043185	0.405276	0.212603	-0.109624	-0.172741	0.126233	-0.730824	-0.019932	-1.079626	0.465070	0.259110	0.578015
Probe 27	0.079726	-0.654420	1.345379	-0.677673	-0.737468	-0.554762	-0.724180	0.122911	0.129556	2.910006	-0.362090	0.548119	-0.049829	-0.096336	0.916852	-0.348802	1.033119	1.315485	-1.199218	-0.009966	-1.282269	-0.285686	0.714215	0.524864	-0.016610	-0.315584	0.132877	-0.930140	-0.494968	-0.066439	-1.089592	-0.833804	-1.086270	1.471611	-0.239179	-0.810550	-0.538153	0.960038	-0.102980	0.485002	-0.591303	-0.587981	-0.578015	2.268872	0.249145	-1.132775	-0.059795	-0.053151	0.368734	-0.627845	-0.132877	-0.019932	0.843770	-0.189350	0.076404	0.239179	-1.016510	-0.983291	-0.973325	0.810550	0.166096	-1.066339
Probe 28	-1.345379	-1.780553	1.053051	-1.853639	0.308939	-1.305520	0.820516	-1.192575	-0.345480	1.302198	-0.219247	-0.232535	0.023253	-0.066439	0.548119	0.059795	-0.418563	-0.279042	-1.136097	0.362090	-1.166002	-0.475036	0.524864	0.302295	-0.584660	0.451782	0.099658	-0.382022	0.222569	0.355446	-1.451681	-1.199218	0.355446	0.607913	0.298974	0.415240	-0.661064	0.637811	-0.139521	0.368734	-0.544796	-0.086370	-0.325549	0.561406	0.624522	-0.481679	-1.464968	-0.219247	-0.312261	-0.774009	0.793941	0.398631	-0.176062	0.315584	0.189350	-0.262433	-0.561406	-0.099658	-0.913530	0.176062	0.176062	0.631166
Probe 29	-1.677572	-2.474833	-0.541474	-1.574592	1.049730	-1.870247	-2.438295	-1.999800	-1.288912	1.803804	-1.278947	1.381917	1.461646	-0.136199	0.335514	0.003322	-0.129556	-0.159452	-0.468392	1.690858	-1.053051	-1.933357	0.000000	0.352125	0.043185	0.867023	0.229213	0.195994	1.348701	-0.883633	-1.587878	-1.305520	-1.312163	0.036541	-0.920174	0.338837	-1.328771	1.448360	-1.498195	-1.109524	-0.508255	1.332093	-0.680996	0.298974	-0.116268	0.109624	-1.239077	-1.680894	-0.797263	0.863701	0.863701	1.484897	0.531509	-0.056473	1.464968	1.202540	-2.531311	-1.009866	-0.345480	0.245822	-0.378700	-2.142640
Probe 30	-2.149283	-2.135997	0.029897	-1.700823	-1.697502	-2.039659	-2.577813	-1.435073	0.594625	1.368630	-0.315584	-0.501611	1.195896	0.375378	2.448260	-0.793941	-1.551340	0.890276	-1.624427	0.770688	-0.827160	-0.750756	-0.362090	-0.930140	-0.212603	0.531509	0.953393	-2.205761	0.109624	-0.112945	-2.285491	-3.534532	-1.621105	-0.033219	0.252467	-1.979870	-1.949976	-0.335514	-1.574592	2.129353	0.355446	0.242501	1.132775	1.335414	0.205960	0.169418	-2.205761	0.039863	-0.867023	-0.016610	2.790417	1.089592	0.830482	1.139418	-0.458426	0.770688	-1.797161	-1.298877	-1.817090	0.292329	-0.255788	0.611235
Probe 31	-0.514898	0.325549	0.578015	1.109524	0.252467	-0.867023	-0.445138	-0.026575	0.096336	-0.561406	-0.641132	0.734146	0.448461	0.468392	0.006644	-0.674352	-0.182705	0.039863	-0.946749	-0.614556	0.099658	0.488323	-0.481679	0.259110	0.225891	0.189350	1.876890	-1.172645	0.428529	0.531509	0.451782	-0.528187	-0.355446	0.348802	-0.318905	2.082851	-0.757399	-0.365412	-0.279042	-0.252467	-0.182705	-0.607913	0.116268	-0.744112	0.046507	0.129556	-0.807229	-1.322128	-0.295652	-0.305618	-1.222469	0.285686	0.026575	-0.578015	0.411919	0.398631	-0.239179	-0.122911	-0.451782	1.136097	-0.458426	-1.109524
Probe 32	-1.072983	-0.787297	0.146165	-2.464868	0.581338	-0.797263	-1.959941	0.102980	-0.594625	-0.262433	0.255788	0.219247	0.132877	0.166096	-0.232535	-0.597947	-1.368630	0.388665	-2.547919	-0.614556	-1.890176	-2.072886	0.455104	-0.425206	-0.986613	-0.508255	2.212404	-0.694283	2.630970	0.574694	-0.760722	-1.315485	-0.225891	-0.820516	-0.724180	-0.504934	-0.780653	0.415240	-0.534830	-1.660964	-0.421885	0.514898	0.710892	0.365412	-0.641132	0.445138	-0.853735	0.876989	0.212603	-1.471611	0.960038	0.820516	0.475036	0.823838	-1.704145	0.734146	-1.175967	-0.680996	-3.066143	-0.129556	-0.355446	0.508255
Probe 33	-1.202540	-0.740790	-0.086370	-0.421885	-0.083048	-1.046407	-1.936679	0.149487	0.531509	0.162775	-0.076404	0.152809	0.036541	-0.534830	-0.129556	-0.212603	0.627845	0.408597	-0.700927	0.471714	0.455104	-0.441817	-0.172741	-0.222569	0.342159	-0.162775	1.401857	-0.740790	0.146165	0.468392	-0.455104	-0.644454	-0.727503	0.259110	0.089692	-0.551440	-1.159348	0.365412	0.780653	-0.634488	0.033219	-0.388665	-0.086370	0.279042	-0.325549	-0.312261	-0.571372	-0.465070	-0.435172	-0.146165	0.813873	-0.043185	1.069661	-0.438495	-0.259110	0.382022	-1.152705	0.431851	0.405276	0.544796	-0.156131	0.205960
Probe 34	-1.122810	-0.607913	0.561406	-0.976647	0.325549	-1.315485	0.328871	-1.132775	0.996578	0.355446	-0.106302	0.119590	0.591303	0.086370	0.189350	-0.146165	-0.053151	1.122810	-1.139418	0.863701	-0.926818	-0.415240	0.574694	-0.285686	0.272399	0.039863	0.445138	-1.162680	0.358768	-0.710892	-1.325450	-1.252363	-0.255788	-0.086370	-0.720858	0.192671	-0.930140	0.564728	-0.528187	-0.348802	0.222569	-0.059795	-0.435172	0.106302	1.255685	-0.797263	-1.717442	-1.009866	-0.269076	0.122911	0.465070	0.232535	0.205960	0.059795	-0.342159	0.152809	-1.524768	0.049829	-0.498289	-0.112945	0.026575	1.053051
Probe 35	-0.843770	-1.225791	-0.541474	-1.352022	0.006644	-1.126132	-1.996478	0.970003	0.069760	0.607913	-0.514898	0.162775	-0.295652	-1.039764	0.714215	-0.803907	0.073082	-0.534830	-0.690961	-0.192671	-0.485002	-0.222569	0.219247	-0.820516	-0.023253	0.152809	1.361987	-0.445138	-0.714215	-0.195994	0.328871	-1.298877	-0.561406	1.282269	-0.149487	0.059795	-0.926818	0.438495	-0.654420	0.308939	-0.604591	-0.445138	-0.611235	-0.418563	0.162775	0.332193	-0.890276	0.325549	0.089692	0.707571	0.229213	-0.026575	-0.235857	0.916852	-1.116167	0.680996	-0.391987	-0.817195	-0.232535	1.195896	-0.013288	1.730729
Probe 36	-1.464968	-1.063017	0.511577	-1.106202	-0.189350	-1.833709	0.953393	-1.328771	-0.604591	-0.352125	-0.102980	0.504934	0.458426	-0.195994	-0.073082	-0.106302	0.528187	0.810550	-0.734146	0.049829	-1.053051	0.036541	1.182610	0.259110	0.312261	0.568049	1.959941	-1.219148	-0.053151	-0.581338	-0.950072	-1.275626	-0.671030	1.275626	-1.059695	-0.475036	-0.398631	1.793839	-1.169324	0.149487	-0.478357	-0.279042	-0.033219	0.687639	0.235857	-0.421885	-0.817195	-0.116268	-0.053151	-0.750756	-0.451782	0.714215	0.252467	-0.631166	0.026575	1.328771	-1.524768	-0.933461	-0.867023	-0.654420	1.066339	-1.099558
Probe 37	-0.647775	-0.465070	1.072983	-1.302198	-0.202637	-0.139521	0.494968	-1.049730	0.298974	0.438495	0.053151	0.275720	0.455104	0.481679	-0.106302	-0.232535	-0.504934	1.053051	-0.843770	0.189350	-1.009866	-1.385249	0.611235	-0.398631	0.724180	0.149487	0.843770	-0.966681	1.710788	0.940106	-0.551440	-0.837126	0.069760	0.764043	0.342159	-0.431851	-0.348802	0.710892	-0.352125	0.332193	-0.189350	-0.445138	0.235857	0.368734	-1.139418	-0.544796	-1.192575	0.056473	-0.607913	-1.069661	-0.581338	-0.279042	0.252467	0.478357	-0.690961	-0.558083	-0.946749	-0.694283	-0.229213	0.049829	-0.551440	-0.843770
